x	y	top_z	substrate_z	normalized_height	slope1	slope4	slope8	dx4	dy4	substrate	visible
78	0	25	25	0.181159	48.190	42.303	32.513	-0.875	-0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
79	0	24	24	0.173913	56.310	41.473	32.134	-0.875	-0.125	minecraft:moss_block	minecraft:moss_block
80	0	24	22	0.159420	48.190	36.870	33.125	-0.750	0.000	minecraft:moss_block	minecraft:short_grass
81	0	26	22	0.159420	0.000	32.513	33.125	-0.625	-0.125	minecraft:moss_block	minecraft:spruce_leaves[distance=7, persistent=true, waterlogged=false]
82	0	28	22	0.159420	35.264	32.513	29.358	-0.625	-0.125	minecraft:moss_block	minecraft:potted_spruce_sapling
83	0	26	21	0.152174	26.565	26.565	26.565	-0.500	0.000	minecraft:grass_block[snowy=false]	minecraft:dark_prismarine_stairs[facing=west, half=top, shape=straight, waterlogged=false]
84	0	23	21	0.152174	0.000	14.036	23.629	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
85	0	21	21	0.152174	35.264	15.616	20.556	-0.250	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
86	0	20	20	0.144928	26.565	14.036	17.676	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
87	0	22	20	0.144928	0.000	7.125	14.450	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:spruce_leaves[distance=7, persistent=true, waterlogged=false]
88	0	26	20	0.144928	0.000	7.125	7.125	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:potted_spruce_sapling
89	0	23	20	0.144928	0.000	7.125	7.125	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:spruce_leaves[distance=7, persistent=true, waterlogged=false]
90	0	20	20	0.144928	0.000	0.000	7.125	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
91	0	22	20	0.144928	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
92	0	20	20	0.144928	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
93	0	20	20	0.144928	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
94	0	20	20	0.144928	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
95	0	20	20	0.144928	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
96	0	20	20	0.144928	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
97	0	22	20	0.144928	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
98	0	22	20	0.144928	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
99	0	25	20	0.144928	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:spruce_leaves[distance=7, persistent=true, waterlogged=false]
100	0	28	20	0.144928	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:potted_spruce_sapling
101	0	23	20	0.144928	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:spruce_leaves[distance=7, persistent=true, waterlogged=false]
102	0	20	20	0.144928	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
103	0	20	20	0.144928	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
104	0	24	20	0.144928	0.000	0.000	7.125	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:spruce_leaves[distance=7, persistent=true, waterlogged=false]
105	0	20	20	0.144928	0.000	0.000	7.125	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
106	0	20	20	0.144928	0.000	7.125	7.125	0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
107	0	20	20	0.144928	0.000	7.125	3.576	0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
108	0	20	20	0.144928	0.000	14.036	3.576	0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
109	0	20	20	0.144928	26.565	15.616	7.956	0.250	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
110	0	21	21	0.152174	26.565	15.616	7.956	0.250	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
111	0	21	21	0.152174	26.565	15.616	17.354	0.125	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
112	0	22	22	0.159420	26.565	7.125	20.023	0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
113	0	22	22	0.159420	0.000	10.025	15.616	0.125	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
114	0	22	22	0.159420	26.565	7.125	15.616	0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
115	0	21	21	0.152174	26.565	21.568	15.616	0.375	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
116	0	21	21	0.152174	0.000	20.556	10.620	0.375	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
117	0	21	21	0.152174	26.565	15.616	7.956	0.250	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
118	0	22	22	0.159420	56.310	15.616	7.956	0.250	0.125	minecraft:stone	minecraft:stone
119	0	24	24	0.173913	56.310	21.568	10.025	0.375	0.125	minecraft:pale_moss_block	minecraft:pale_moss_block
120	0	25	25	0.181159	0.000	15.616	7.956	0.250	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
121	0	24	24	0.173913	26.565	10.025	12.699	0.125	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
122	0	24	24	0.173913	0.000	14.036	7.956	0.000	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
123	0	24	24	0.173913	26.565	10.025	11.180	-0.125	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
124	0	23	23	0.166667	45.000	7.125	11.180	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
125	0	22	22	0.159420	26.565	7.125	10.620	0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
126	0	22	22	0.159420	26.565	7.125	10.025	0.000	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
127	0	23	23	0.166667	45.000	7.125	3.576	0.000	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
128	0	24	24	0.173913	45.000	10.025	3.576	0.125	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
129	0	25	25	0.181159	26.565	14.036	3.576	0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
130	0	24	24	0.173913	26.565	15.616	5.051	0.250	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
131	0	26	24	0.173913	0.000	7.125	7.125	0.125	0.000	minecraft:moss_block	minecraft:tall_grass[half=upper]
132	0	25	24	0.173913	0.000	7.125	14.036	0.125	0.000	minecraft:moss_block	minecraft:short_grass
133	0	24	24	0.173913	0.000	0.000	17.354	0.000	0.000	minecraft:moss_block	minecraft:moss_block
134	0	25	24	0.173913	0.000	7.125	17.354	0.125	0.000	minecraft:moss_block	minecraft:short_grass
135	0	25	24	0.173913	26.565	14.036	17.676	0.250	0.000	minecraft:moss_block	minecraft:short_grass
136	0	26	25	0.181159	26.565	20.556	17.354	0.375	0.000	minecraft:moss_block	minecraft:short_grass
137	0	26	25	0.181159	0.000	20.556	17.354	0.375	0.000	minecraft:moss_block	minecraft:short_grass
138	0	25	25	0.181159	26.565	20.556	20.556	0.375	0.000	minecraft:moss_block	minecraft:moss_block
139	0	26	26	0.188406	45.000	26.565	23.629	0.500	0.000	minecraft:moss_block	minecraft:moss_block
140	0	27	27	0.195652	26.565	26.565	26.565	0.500	0.000	minecraft:moss_block	minecraft:moss_block
141	0	27	27	0.195652	0.000	32.005	29.508	0.625	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
142	0	27	27	0.195652	35.264	32.513	32.134	0.625	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
143	0	28	28	0.202899	45.000	32.005	29.508	0.625	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
144	0	29	29	0.210145	48.190	32.005	29.508	0.625	0.000	minecraft:moss_block	minecraft:moss_block
145	0	30	30	0.217391	35.264	36.870	26.565	0.750	0.000	minecraft:pale_moss_block	minecraft:pale_moss_block
146	0	30	30	0.217391	26.565	41.186	29.508	0.875	0.000	minecraft:acacia_wood[axis=y]	minecraft:acacia_wood[axis=y]
147	0	31	31	0.224638	45.000	32.005	26.565	0.625	0.000	minecraft:stone	minecraft:stone
148	0	32	32	0.231884	45.000	32.005	23.629	0.625	0.000	minecraft:stone	minecraft:stone
149	0	34	33	0.239130	45.000	21.568	17.354	0.375	-0.125	minecraft:moss_block	minecraft:short_grass
150	0	34	34	0.246377	0.000	27.266	11.180	0.500	-0.125	minecraft:moss_block	minecraft:moss_block
151	0	33	33	0.239130	45.000	21.568	7.956	0.375	0.125	minecraft:pale_moss_block	minecraft:pale_moss_block
152	0	34	34	0.246377	26.565	19.471	3.576	0.250	0.250	minecraft:moss_block	minecraft:moss_block
153	0	33	33	0.239130	45.000	21.568	14.450	-0.125	0.375	minecraft:pale_moss_block	minecraft:pale_moss_block
154	0	35	34	0.246377	35.264	29.206	15.616	-0.500	0.250	minecraft:moss_block	minecraft:short_grass
155	0	34	34	0.246377	26.565	27.938	17.354	-0.375	0.375	minecraft:moss_block	minecraft:moss_block
156	0	34	34	0.246377	45.000	33.946	21.811	-0.625	0.250	minecraft:pale_moss_block	minecraft:pale_moss_block
157	0	32	32	0.231884	64.123	29.206	23.843	-0.500	0.250	minecraft:cyan_terracotta	minecraft:cyan_terracotta
158	0	30	30	0.217391	48.190	38.329	27.938	-0.750	0.250	minecraft:cyan_terracotta	minecraft:cyan_terracotta
159	0	30	30	0.217391	26.565	37.247	28.264	-0.750	0.125	minecraft:cyan_terracotta	minecraft:cyan_terracotta
160	0	29	29	0.210145	35.264	42.303	35.264	-0.875	0.250	minecraft:moss_block	minecraft:moss_block
161	0	29	29	0.210145	26.565	32.005	35.264	-0.500	0.375	minecraft:moss_block	minecraft:moss_block
162	0	28	28	0.202899	26.565	38.329	40.059	-0.250	0.750	minecraft:moss_block	minecraft:moss_block
163	0	28	28	0.202899	26.565	42.303	40.368	-0.250	0.875	minecraft:moss_block	minecraft:moss_block
164	0	27	27	0.195652	45.000	46.883	40.368	-0.375	1.000	minecraft:acacia_wood[axis=y]	minecraft:acacia_wood[axis=y]
165	0	28	28	0.202899	48.190	45.222	30.525	-0.500	0.875	minecraft:acacia_wood[axis=y]	minecraft:acacia_wood[axis=y]
166	0	28	28	0.202899	45.000	42.031	20.023	-0.500	0.750	minecraft:stone	minecraft:stone
167	0	28	28	0.202899	48.190	38.673	17.354	-0.625	0.500	minecraft:acacia_wood[axis=y]	minecraft:acacia_wood[axis=y]
168	0	26	26	0.188406	57.688	35.264	14.450	-0.500	0.500	minecraft:acacia_wood[axis=y]	minecraft:acacia_wood[axis=y]
169	0	25	25	0.181159	45.000	32.005	15.616	-0.500	0.375	minecraft:pale_oak_wood[axis=y]	minecraft:pale_oak_wood[axis=y]
170	0	24	24	0.173913	48.190	21.568	15.616	-0.375	0.125	minecraft:acacia_wood[axis=y]	minecraft:acacia_wood[axis=y]
171	0	23	23	0.166667	26.565	21.568	18.602	-0.375	0.125	minecraft:acacia_wood[axis=y]	minecraft:acacia_wood[axis=y]
172	0	23	23	0.166667	26.565	10.025	14.851	-0.125	0.125	minecraft:moss_block	minecraft:moss_block
173	0	24	24	0.173913	48.190	7.125	12.699	0.000	0.125	minecraft:acacia_wood[axis=y]	minecraft:acacia_wood[axis=y]
174	0	25	25	0.181159	35.264	7.125	17.354	0.000	0.125	minecraft:stone	minecraft:stone
175	0	25	25	0.181159	26.565	14.036	20.023	0.000	0.250	minecraft:stone	minecraft:stone
176	0	25	25	0.181159	26.565	21.568	24.466	0.125	0.375	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
177	0	25	25	0.181159	26.565	21.568	27.266	0.125	0.375	minecraft:stone	minecraft:stone
178	0	24	24	0.173913	45.000	21.568	30.665	-0.125	0.375	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
179	0	23	23	0.166667	26.565	26.565	30.665	0.000	0.500	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
180	0	24	24	0.173913	48.190	21.568	25.454	-0.125	0.375	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
181	0	25	25	0.181159	26.565	19.471	23.843	-0.250	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
182	0	24	24	0.173913	0.000	24.261	26.019	-0.375	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
183	0	25	25	0.181159	0.000	20.556	21.568	-0.375	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
184	0	24	24	0.173913	45.000	26.565	26.743	-0.500	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
185	0	23	23	0.166667	56.310	36.870	26.743	-0.750	0.000	minecraft:stone	minecraft:stone
186	0	21	21	0.152174	56.310	33.946	25.454	-0.625	0.250	minecraft:cyan_terracotta	minecraft:cyan_terracotta
187	0	20	20	0.144928	35.264	37.247	24.261	-0.750	0.125	minecraft:cyan_terracotta	minecraft:cyan_terracotta
188	0	20	20	0.144928	26.565	41.473	29.206	-0.875	0.125	minecraft:cyan_terracotta	minecraft:cyan_terracotta
189	0	19	19	0.137681	35.264	38.329	33.946	-0.750	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
190	0	19	19	0.137681	26.565	29.206	29.206	-0.500	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
191	0	19	19	0.137681	48.190	24.261	29.206	-0.375	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
192	0	17	17	0.123188	45.000	32.005	28.264	-0.500	0.375	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
193	0	17	17	0.123188	26.565	29.206	28.264	-0.500	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
194	0	17	17	0.123188	0.000	21.568	20.023	-0.375	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
195	0	17	17	0.123188	26.565	15.616	12.699	-0.250	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
196	0	16	16	0.115942	45.000	0.000	17.354	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
197	0	15	15	0.108696	26.565	15.616	21.811	-0.125	0.250	minecraft:pale_oak_wood[axis=y]	minecraft:pale_oak_wood[axis=y]
198	0	16	16	0.115942	48.190	15.616	21.811	-0.125	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
199	0	17	17	0.123188	26.565	14.036	26.743	0.000	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
200	0	17	17	0.123188	26.565	7.125	21.811	0.000	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
201	0	16	16	0.115942	35.264	14.036	24.261	0.000	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
202	0	16	16	0.115942	26.565	24.261	25.454	-0.250	0.375	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
203	0	17	17	0.123188	0.000	32.513	26.743	-0.625	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
204	0	16	16	0.115942	45.000	32.513	28.102	-0.625	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
205	0	15	15	0.108696	48.190	32.005	28.102	-0.625	0.000	minecraft:stone	minecraft:stone
206	0	14	14	0.101449	57.688	37.247	29.951	-0.750	-0.125	minecraft:stone	minecraft:stone
207	0	12	12	0.086957	48.190	45.868	32.134	-1.000	-0.250	minecraft:pale_moss_block	minecraft:pale_moss_block
208	0	12	12	0.086957	26.565	45.868	32.513	-1.000	-0.250	minecraft:pale_moss_block	minecraft:pale_moss_block
209	0	11	11	0.079710	45.000	45.222	23.843	-1.000	-0.125	minecraft:pale_moss_block	minecraft:pale_moss_block
210	0	10	10	0.072464	45.000	41.473	26.565	-0.875	-0.125	minecraft:acacia_wood[axis=y]	minecraft:acacia_wood[axis=y]
211	0	9	9	0.065217	48.190	32.513	29.951	-0.625	-0.125	minecraft:basalt[axis=y]	minecraft:basalt[axis=y]
212	0	8	8	0.057971	48.190	32.005	28.102	-0.625	0.000	minecraft:basalt[axis=y]	minecraft:basalt[axis=y]
213	0	7	7	0.050725	26.565	15.616	26.743	-0.250	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
214	0	7	7	0.050725	0.000	15.616	26.743	-0.250	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
215	0	7	7	0.050725	0.000	15.616	21.811	-0.125	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
216	0	7	7	0.050725	48.190	20.556	21.568	0.000	0.375	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
217	0	9	9	0.065217	26.565	15.616	14.036	0.125	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
218	0	8	8	0.057971	35.264	20.556	21.568	0.000	0.375	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
219	0	8	8	0.057971	26.565	21.568	22.746	0.125	0.375	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
220	0	8	8	0.057971	26.565	27.938	20.023	0.375	0.375	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
221	0	8	8	0.057971	26.565	19.471	21.811	0.250	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
222	0	7	7	0.050725	26.565	35.264	26.019	0.500	0.500	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
223	0	8	8	0.057971	57.688	32.005	23.843	0.500	0.375	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
224	0	10	10	0.072464	56.310	21.568	24.261	0.375	0.125	minecraft:pale_moss_block	minecraft:pale_moss_block
