x	y	top_z	substrate_z	normalized_height	slope1	slope4	slope8	dx4	dy4	substrate	visible
40	1	11	10	0.714286	0.000	7.125	7.125	0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
41	1	10	10	0.714286	45.000	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
42	1	12	12	1.000000	45.000	14.036	11.180	0.000	-0.250	minecraft:stone	minecraft:stone
43	1	12	12	1.000000	26.565	14.036	11.180	0.000	-0.250	minecraft:stone	minecraft:stone
44	1	12	11	0.857143	45.000	14.036	7.956	0.000	-0.250	minecraft:stone	minecraft:stone_slab[type=bottom, waterlogged=false]
45	1	10	10	0.714286	26.565	10.025	5.051	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
46	1	10	10	0.714286	0.000	21.568	5.051	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
47	1	10	10	0.714286	0.000	21.568	5.051	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
48	1	10	10	0.714286	35.264	15.616	5.051	-0.250	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
49	1	9	9	0.571429	35.264	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
50	1	9	9	0.571429	26.565	7.125	10.620	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
51	1	9	9	0.571429	26.565	7.125	10.620	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
52	1	10	9	0.571429	0.000	7.125	7.125	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
53	1	9	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
54	1	9	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
55	1	9	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
56	1	10	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
57	1	10	9	0.571429	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
58	1	10	9	0.571429	0.000	0.000	0.000	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
59	1	9	9	0.571429	0.000	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
60	1	10	9	0.571429	26.565	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
61	1	9	9	0.571429	26.565	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
62	1	10	9	0.571429	26.565	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
0	2	12	12	1.000000	0.000	7.125	7.125	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
1	2	12	12	1.000000	35.264	7.125	10.620	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
2	2	11	11	0.857143	26.565	7.125	11.180	0.000	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
3	2	11	11	0.857143	0.000	10.025	11.180	-0.125	0.125	minecraft:dirt	minecraft:dirt
4	2	11	11	0.857143	0.000	14.036	14.450	-0.250	0.000	minecraft:dirt	minecraft:dirt
5	2	11	11	0.857143	0.000	20.556	14.450	-0.375	0.000	minecraft:dirt	minecraft:dirt
6	2	11	11	0.857143	35.264	20.556	14.036	-0.375	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
7	2	10	10	0.714286	35.264	21.568	11.180	-0.375	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
8	2	10	10	0.714286	35.264	27.266	17.354	-0.500	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
9	2	9	9	0.571429	45.000	27.266	14.450	-0.500	0.125	minecraft:coarse_dirt	minecraft:coarse_dirt
10	2	9	8	0.428571	35.264	29.206	10.025	-0.500	0.250	minecraft:dirt	minecraft:mossy_cobblestone_slab[type=bottom, waterlogged=false]
11	2	9	8	0.428571	26.565	21.568	10.025	-0.375	0.125	minecraft:dirt	minecraft:water[level=5]
12	2	9	7	0.285714	26.565	24.261	10.025	-0.375	0.250	minecraft:dirt	minecraft:water[level=5]
13	2	9	7	0.285714	0.000	10.025	7.956	-0.125	0.125	minecraft:dirt	minecraft:water[level=6]
14	2	9	7	0.285714	0.000	7.125	5.051	0.125	0.000	minecraft:dirt	minecraft:water[level=7]
15	2	8	7	0.285714	0.000	10.025	0.000	0.125	-0.125	minecraft:dirt	minecraft:water[level=0]
16	2	8	7	0.285714	35.264	15.616	0.000	0.250	-0.125	minecraft:dirt	minecraft:granite_stairs[facing=east, half=bottom, shape=straight, waterlogged=true]
17	2	8	8	0.428571	48.190	24.261	7.956	0.375	-0.250	minecraft:dirt	minecraft:dirt
18	2	9	9	0.571429	35.264	24.261	12.699	0.375	-0.250	minecraft:dirt	minecraft:dirt
19	2	9	9	0.571429	26.565	21.568	10.025	0.375	-0.125	minecraft:dirt	minecraft:dirt
20	2	9	9	0.571429	35.264	21.568	12.699	0.375	-0.125	minecraft:dirt	minecraft:dirt
21	2	11	10	0.714286	35.264	19.471	14.851	0.250	-0.250	minecraft:grass_block[snowy=false]	minecraft:short_grass
22	2	11	10	0.714286	26.565	10.025	17.354	0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
23	2	10	10	0.714286	0.000	10.025	14.851	0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
24	2	10	10	0.714286	0.000	10.025	12.699	0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
25	2	10	10	0.714286	0.000	7.125	10.025	0.000	-0.125	minecraft:podzol[snowy=false]	minecraft:podzol[snowy=false]
26	2	10	10	0.714286	0.000	0.000	7.956	0.000	0.000	minecraft:podzol[snowy=false]	minecraft:podzol[snowy=false]
27	2	11	10	0.714286	45.000	7.125	5.051	0.000	-0.125	minecraft:podzol[snowy=false]	minecraft:short_grass
28	2	10	10	0.714286	0.000	7.125	5.051	0.000	-0.125	minecraft:podzol[snowy=false]	minecraft:podzol[snowy=false]
29	2	11	10	0.714286	0.000	7.125	3.576	0.000	-0.125	minecraft:podzol[snowy=false]	minecraft:short_grass
30	2	10	10	0.714286	0.000	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
31	2	10	10	0.714286	0.000	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
32	2	11	10	0.714286	0.000	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:short_grass
33	2	10	10	0.714286	0.000	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
34	2	10	10	0.714286	0.000	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
35	2	10	10	0.714286	0.000	7.125	7.956	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
36	2	11	10	0.714286	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
37	2	10	10	0.714286	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
38	2	10	10	0.714286	26.565	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
39	2	10	10	0.714286	45.000	15.616	3.576	0.250	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
40	2	10	10	0.714286	0.000	7.125	5.051	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
41	2	10	10	0.714286	0.000	14.036	5.051	0.000	0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
42	2	12	10	0.714286	54.736	0.000	5.051	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:stone_slab[type=bottom, waterlogged=false]
43	2	12	12	1.000000	45.000	20.556	11.180	0.000	-0.375	minecraft:stone	minecraft:stone
44	2	11	10	0.714286	48.190	10.025	5.051	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:oak_leaves[distance=7, persistent=true, waterlogged=false]
45	2	10	10	0.714286	0.000	10.025	5.051	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
46	2	10	10	0.714286	26.565	10.025	5.051	-0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
47	2	10	10	0.714286	35.264	21.568	5.051	-0.375	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
48	2	9	9	0.571429	35.264	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
49	2	9	9	0.571429	0.000	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
50	2	10	9	0.571429	0.000	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
51	2	9	9	0.571429	0.000	7.125	10.620	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
52	2	10	9	0.571429	0.000	0.000	7.125	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=lower]
53	2	9	9	0.571429	0.000	0.000	7.125	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
54	2	10	9	0.571429	0.000	0.000	7.125	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:short_grass
55	2	9	9	0.571429	0.000	0.000	3.576	0.000	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
56	2	10	9	0.571429	0.000	7.125	0.000	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
57	2	9	9	0.571429	0.000	7.125	0.000	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
58	2	10	9	0.571429	0.000	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:large_fern[half=upper]
59	2	9	9	0.571429	26.565	7.125	3.576	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
60	2	8	8	0.428571	35.264	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
61	2	10	8	0.428571	26.565	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:tall_grass[half=upper]
62	2	9	8	0.428571	26.565	7.125	3.576	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:fern
0	3	12	12	1.000000	0.000	7.125	7.125	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
1	3	12	12	1.000000	26.565	7.125	10.620	-0.125	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
2	3	11	11	0.857143	35.264	7.125	7.956	0.000	0.125	minecraft:dirt	minecraft:dirt
3	3	11	11	0.857143	0.000	7.125	11.180	0.000	0.125	minecraft:dirt	minecraft:dirt
4	3	11	11	0.857143	0.000	14.036	14.450	-0.250	0.000	minecraft:dirt	minecraft:dirt
5	3	11	11	0.857143	0.000	20.556	14.450	-0.375	0.000	minecraft:dirt	minecraft:dirt
6	3	11	11	0.857143	0.000	14.036	14.036	-0.250	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
7	3	11	11	0.857143	35.264	20.556	14.036	-0.375	0.000	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
8	3	10	10	0.714286	45.000	27.266	17.354	-0.500	0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
9	3	9	9	0.571429	35.264	27.266	14.450	-0.500	0.125	minecraft:coarse_dirt	minecraft:coarse_dirt
10	3	9	9	0.571429	35.264	27.266	11.180	-0.500	0.125	minecraft:coarse_dirt	minecraft:coarse_dirt
11	3	9	8	0.428571	48.190	27.266	10.025	-0.500	0.125	minecraft:dirt	minecraft:granite_stairs[facing=west, half=bottom, shape=straight, waterlogged=false]
12	3	9	7	0.285714	35.264	24.261	10.025	-0.375	0.250	minecraft:dirt	minecraft:water[level=6]
13	3	9	7	0.285714	0.000	10.025	7.956	-0.125	0.125	minecraft:dirt	minecraft:water[level=7]
14	3	8	7	0.285714	0.000	7.125	7.956	-0.125	0.000	minecraft:dirt	minecraft:water[level=0]
15	3	8	7	0.285714	26.565	10.025	3.576	0.125	-0.125	minecraft:dirt	minecraft:water[level=0]
16	3	8	7	0.285714	26.565	15.616	0.000	0.250	-0.125	minecraft:dirt	minecraft:water[level=0]
17	3	8	8	0.428571	35.264	19.471	5.051	0.250	-0.250	minecraft:dirt	minecraft:dirt
18	3	8	8	0.428571	35.264	19.471	5.051	0.250	-0.250	minecraft:dirt	minecraft:dirt
19	3	9	9	0.571429	35.264	24.261	10.025	0.375	-0.250	minecraft:dirt	minecraft:dirt
20	3	10	9	0.571429	0.000	24.261	14.851	0.375	-0.250	minecraft:grass_block[snowy=false]	minecraft:short_grass
21	3	9	9	0.571429	26.565	19.471	14.851	0.250	-0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
22	3	9	9	0.571429	35.264	15.616	14.851	0.250	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
23	3	10	10	0.714286	35.264	15.616	14.851	0.125	-0.250	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
24	3	10	10	0.714286	0.000	10.025	14.851	0.125	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
25	3	12	10	0.714286	0.000	10.025	10.025	0.125	-0.125	minecraft:podzol[snowy=false]	minecraft:spruce_leaves[distance=7, persistent=true, waterlogged=false]
26	3	10	10	0.714286	0.000	10.025	10.025	0.125	-0.125	minecraft:podzol[snowy=false]	minecraft:podzol[snowy=false]
27	3	10	10	0.714286	0.000	7.125	5.051	0.000	-0.125	minecraft:podzol[snowy=false]	minecraft:podzol[snowy=false]
28	3	10	10	0.714286	0.000	7.125	5.051	0.000	-0.125	minecraft:coarse_dirt	minecraft:coarse_dirt
29	3	11	10	0.714286	0.000	7.125	5.051	0.000	-0.125	minecraft:coarse_dirt	minecraft:fern
30	3	10	10	0.714286	0.000	7.125	7.956	0.000	-0.125	minecraft:grass_block[snowy=false]	minecraft:grass_block[snowy=false]
