population	height_band_8	slope_band_0_10_25_40_55_90	state	count
expected	0	3	minecraft:blackstone	85
expected	0	3	minecraft:cobblestone	181
expected	0	3	minecraft:cyan_terracotta	583
expected	0	3	minecraft:diamond_block	32
expected	0	3	minecraft:dirt	14
expected	0	3	minecraft:grass_block{snowy=false}	613
expected	0	3	minecraft:iron_ore	1
expected	0	3	minecraft:light_gray_wool	18
expected	0	3	minecraft:moss_block	462
expected	0	3	minecraft:mud	460
expected	0	3	minecraft:netherrack	4
expected	0	3	minecraft:pale_moss_block	1009
expected	0	3	minecraft:pale_oak_wood{axis=y}	116
expected	0	3	minecraft:smooth_basalt	112
expected	0	3	minecraft:spruce_log{axis=y}	2
expected	0	3	minecraft:stone	823
expected	0	3	minecraft:tuff	18
expected	0	4	minecraft:acacia_wood{axis=y}	175
expected	0	4	minecraft:andesite	3
expected	0	4	minecraft:basalt{axis=y}	85
expected	0	4	minecraft:black_wool	4
expected	0	4	minecraft:blackstone	41
expected	0	4	minecraft:cobblestone	85
expected	0	4	minecraft:cyan_terracotta	255
expected	0	4	minecraft:diamond_block	1
expected	0	4	minecraft:dirt	2
expected	0	4	minecraft:grass_block{snowy=false}	105
expected	0	4	minecraft:light_gray_wool	1
expected	0	4	minecraft:moss_block	18
expected	0	4	minecraft:mud	214
expected	0	4	minecraft:pale_moss_block	196
expected	0	4	minecraft:pale_oak_wood{axis=y}	42
expected	0	4	minecraft:smooth_basalt	59
expected	0	4	minecraft:spruce_log{axis=y}	3
expected	0	4	minecraft:stone	145
expected	1	0	minecraft:acacia_wood{axis=y}	6
expected	1	0	minecraft:basalt{axis=y}	7
expected	1	0	minecraft:cobblestone	2
expected	1	0	minecraft:cyan_terracotta	3
expected	1	0	minecraft:diamond_block	2
expected	1	0	minecraft:dirt	12
expected	1	0	minecraft:grass_block{snowy=false}	550
expected	1	0	minecraft:gray_wool	1
expected	1	0	minecraft:moss_block	199
expected	1	0	minecraft:mud	4
expected	1	0	minecraft:pale_moss_block	3
expected	1	0	minecraft:pale_oak_wood{axis=y}	2
expected	1	0	minecraft:smooth_basalt	17
expected	1	0	minecraft:stone	23
expected	1	1	minecraft:acacia_wood{axis=y}	65
expected	1	1	minecraft:andesite	20
expected	1	1	minecraft:basalt{axis=y}	18
expected	1	1	minecraft:black_wool	3
expected	1	1	minecraft:blackstone	6
expected	1	1	minecraft:cobblestone	33
expected	1	1	minecraft:cyan_terracotta	60
expected	1	1	minecraft:diamond_block	12
expected	1	1	minecraft:dirt	7
expected	1	1	minecraft:grass_block{snowy=false}	1144
expected	1	1	minecraft:gray_wool	7
expected	1	1	minecraft:light_gray_wool	17
expected	1	1	minecraft:moss_block	688
expected	1	1	minecraft:mud	47
expected	1	1	minecraft:pale_moss_block	106
expected	1	1	minecraft:pale_oak_wood{axis=y}	21
expected	1	1	minecraft:smooth_basalt	39
expected	1	1	minecraft:stone	154
expected	1	1	minecraft:tuff	7
expected	1	2	minecraft:acacia_wood{axis=y}	529
expected	1	2	minecraft:andesite	110
expected	1	2	minecraft:basalt{axis=y}	89
expected	1	2	minecraft:black_wool	9
expected	1	2	minecraft:blackstone	29
expected	1	2	minecraft:cobblestone	432
expected	1	2	minecraft:cyan_terracotta	374
expected	1	2	minecraft:diamond_block	49
expected	1	2	minecraft:dirt	8
expected	1	2	minecraft:grass_block{snowy=false}	1668
expected	1	2	minecraft:gray_wool	9
expected	1	2	minecraft:light_gray_wool	73
expected	1	2	minecraft:moss_block	1435
expected	1	2	minecraft:mud	279
expected	1	2	minecraft:pale_moss_block	1029
expected	1	2	minecraft:pale_oak_wood{axis=y}	121
expected	1	2	minecraft:smooth_basalt	84
expected	1	2	minecraft:stone	1223
expected	1	2	minecraft:tuff	26
expected	1	3	minecraft:acacia_wood{axis=y}	1087
expected	1	3	minecraft:andesite	120
expected	1	3	minecraft:basalt{axis=y}	137
expected	1	3	minecraft:black_wool	16
expected	1	3	minecraft:blackstone	94
expected	1	3	minecraft:cobblestone	617
expected	1	3	minecraft:cyan_terracotta	718
expected	1	3	minecraft:diamond_block	32
expected	1	3	minecraft:dirt	4
expected	1	3	minecraft:grass_block{snowy=false}	477
expected	1	3	minecraft:gray_wool	5
expected	1	3	minecraft:light_gray_wool	86
expected	1	3	minecraft:moss_block	419
expected	1	3	minecraft:mud	719
expected	1	3	minecraft:pale_moss_block	1392
expected	1	3	minecraft:pale_oak_wood{axis=y}	248
expected	1	3	minecraft:smooth_basalt	183
expected	1	3	minecraft:stone	1914
expected	1	3	minecraft:tuff	20
expected	1	4	minecraft:acacia_wood{axis=y}	729
expected	1	4	minecraft:andesite	49
expected	1	4	minecraft:basalt{axis=y}	89
expected	1	4	minecraft:black_wool	19
expected	1	4	minecraft:blackstone	66
expected	1	4	minecraft:cobblestone	244
expected	1	4	minecraft:cyan_terracotta	507
expected	1	4	minecraft:diamond_block	2
expected	1	4	minecraft:grass_block{snowy=false}	14
expected	1	4	minecraft:light_gray_wool	39
expected	1	4	minecraft:moss_block	28
expected	1	4	minecraft:mud	358
expected	1	4	minecraft:pale_moss_block	442
expected	1	4	minecraft:pale_oak_wood{axis=y}	160
expected	1	4	minecraft:smooth_basalt	147
expected	1	4	minecraft:stone	922
expected	2	0	minecraft:acacia_wood{axis=y}	26
expected	2	0	minecraft:cobblestone	1
expected	2	0	minecraft:cyan_terracotta	8
expected	2	0	minecraft:dirt	17
expected	2	0	minecraft:grass_block{snowy=false}	20
expected	2	0	minecraft:gray_wool	6
expected	2	0	minecraft:moss_block	28
expected	2	0	minecraft:mud	3
expected	2	0	minecraft:pale_moss_block	29
expected	2	0	minecraft:pale_oak_wood{axis=y}	1
expected	2	0	minecraft:smooth_basalt	2
expected	2	0	minecraft:stone	20
expected	2	1	minecraft:acacia_wood{axis=y}	187
expected	2	1	minecraft:andesite	1
expected	2	1	minecraft:basalt{axis=y}	30
expected	2	1	minecraft:blackstone	14
expected	2	1	minecraft:cobblestone	37
expected	2	1	minecraft:cyan_terracotta	59
expected	2	1	minecraft:dirt	40
expected	2	1	minecraft:grass_block{snowy=false}	175
expected	2	1	minecraft:grass_block{snowy=true}	1
expected	2	1	minecraft:gray_wool	43
expected	2	1	minecraft:light_gray_wool	1
expected	2	1	minecraft:moss_block	314
expected	2	1	minecraft:mud	49
expected	2	1	minecraft:pale_moss_block	135
expected	2	1	minecraft:pale_oak_wood{axis=y}	16
expected	2	1	minecraft:smooth_basalt	13
expected	2	1	minecraft:stone	241
expected	2	2	minecraft:acacia_wood{axis=y}	645
expected	2	2	minecraft:andesite	50
expected	2	2	minecraft:basalt{axis=y}	90
expected	2	2	minecraft:black_wool	3
expected	2	2	minecraft:blackstone	13
expected	2	2	minecraft:cobblestone	326
expected	2	2	minecraft:cyan_terracotta	302
expected	2	2	minecraft:dirt	34
expected	2	2	minecraft:grass_block{snowy=false}	489
expected	2	2	minecraft:grass_block{snowy=true}	1
expected	2	2	minecraft:gray_wool	24
expected	2	2	minecraft:light_gray_wool	29
expected	2	2	minecraft:moss_block	444
expected	2	2	minecraft:mud	150
expected	2	2	minecraft:pale_moss_block	1200
expected	2	2	minecraft:pale_oak_wood{axis=y}	79
expected	2	2	minecraft:smooth_basalt	41
expected	2	2	minecraft:stone	1632
expected	2	2	minecraft:tuff	18
expected	2	3	minecraft:acacia_wood{axis=y}	1299
expected	2	3	minecraft:andesite	127
expected	2	3	minecraft:basalt{axis=y}	200
expected	2	3	minecraft:black_wool	4
expected	2	3	minecraft:blackstone	52
expected	2	3	minecraft:cobblestone	446
expected	2	3	minecraft:cyan_terracotta	796
expected	2	3	minecraft:dirt	10
expected	2	3	minecraft:dripstone_block	4
expected	2	3	minecraft:grass_block{snowy=false}	308
expected	2	3	minecraft:grass_block{snowy=true}	2
expected	2	3	minecraft:gray_wool	51
expected	2	3	minecraft:light_gray_wool	108
expected	2	3	minecraft:moss_block	69
expected	2	3	minecraft:mud	456
expected	2	3	minecraft:pale_moss_block	2106
expected	2	3	minecraft:pale_oak_wood{axis=y}	177
expected	2	3	minecraft:smooth_basalt	80
expected	2	3	minecraft:stone	2403
expected	2	3	minecraft:tuff	52
expected	2	4	minecraft:acacia_wood{axis=y}	739
expected	2	4	minecraft:andesite	25
expected	2	4	minecraft:basalt{axis=y}	195
expected	2	4	minecraft:black_wool	4
expected	2	4	minecraft:blackstone	41
expected	2	4	minecraft:coal_ore	1
expected	2	4	minecraft:cobblestone	145
expected	2	4	minecraft:cyan_terracotta	620
expected	2	4	minecraft:dirt	4
expected	2	4	minecraft:dripstone_block	30
expected	2	4	minecraft:grass_block{snowy=false}	23
expected	2	4	minecraft:gravel	1
expected	2	4	minecraft:gray_wool	64
expected	2	4	minecraft:light_gray_wool	15
expected	2	4	minecraft:moss_block	4
expected	2	4	minecraft:mud	358
expected	2	4	minecraft:pale_moss_block	618
expected	2	4	minecraft:pale_oak_wood{axis=y}	111
expected	2	4	minecraft:smooth_basalt	162
expected	2	4	minecraft:stone	704
expected	2	4	minecraft:tuff	26
expected	3	0	minecraft:basalt{axis=y}	1
expected	3	0	minecraft:cobblestone	1
expected	3	0	minecraft:cyan_terracotta	1
expected	3	0	minecraft:gray_wool	1
expected	3	0	minecraft:moss_block	20
expected	3	0	minecraft:mud	1
expected	3	0	minecraft:pale_moss_block	3
expected	3	0	minecraft:stone	21
expected	3	1	minecraft:acacia_wood{axis=y}	75
expected	3	1	minecraft:andesite	26
expected	3	1	minecraft:basalt{axis=y}	9
expected	3	1	minecraft:black_wool	1
expected	3	1	minecraft:blackstone	1
expected	3	1	minecraft:cobblestone	36
expected	3	1	minecraft:cyan_terracotta	18
expected	3	1	minecraft:dirt	9
expected	3	1	minecraft:dripstone_block	1
expected	3	1	minecraft:gray_wool	1
expected	3	1	minecraft:light_gray_wool	6
expected	3	1	minecraft:moss_block	247
expected	3	1	minecraft:mud	24
expected	3	1	minecraft:pale_moss_block	118
expected	3	1	minecraft:pale_oak_wood{axis=y}	10
expected	3	1	minecraft:smooth_basalt	2
expected	3	1	minecraft:stone	381
expected	3	2	minecraft:acacia_wood{axis=y}	579
expected	3	2	minecraft:andesite	140
expected	3	2	minecraft:basalt{axis=y}	35
expected	3	2	minecraft:black_wool	1
expected	3	2	minecraft:coal_ore	1
expected	3	2	minecraft:cobblestone	633
expected	3	2	minecraft:cyan_terracotta	216
expected	3	2	minecraft:dirt	27
expected	3	2	minecraft:gray_wool	21
expected	3	2	minecraft:light_gray_wool	53
expected	3	2	minecraft:moss_block	329
expected	3	2	minecraft:mud	219
expected	3	2	minecraft:pale_moss_block	1037
expected	3	2	minecraft:pale_oak_wood{axis=y}	68
expected	3	2	minecraft:smooth_basalt	30
expected	3	2	minecraft:stone	1639
expected	3	3	minecraft:acacia_wood{axis=y}	1007
expected	3	3	minecraft:acacia_wood{axis=z}	1
expected	3	3	minecraft:andesite	169
expected	3	3	minecraft:basalt{axis=y}	143
expected	3	3	minecraft:black_wool	6
expected	3	3	minecraft:blackstone	38
expected	3	3	minecraft:coal_ore	1
expected	3	3	minecraft:cobblestone	771
expected	3	3	minecraft:cyan_terracotta	479
expected	3	3	minecraft:dirt	18
expected	3	3	minecraft:gray_wool	9
expected	3	3	minecraft:iron_ore	1
expected	3	3	minecraft:light_gray_wool	96
expected	3	3	minecraft:moss_block	19
expected	3	3	minecraft:mud	346
expected	3	3	minecraft:pale_moss_block	1512
expected	3	3	minecraft:pale_oak_wood{axis=y}	262
expected	3	3	minecraft:smooth_basalt	70
expected	3	3	minecraft:stone	2407
expected	3	3	minecraft:tuff	43
expected	3	4	minecraft:acacia_wood{axis=y}	816
expected	3	4	minecraft:andesite	19
expected	3	4	minecraft:basalt{axis=y}	208
expected	3	4	minecraft:black_wool	1
expected	3	4	minecraft:blackstone	50
expected	3	4	minecraft:coal_ore	7
expected	3	4	minecraft:cobblestone	140
expected	3	4	minecraft:cyan_terracotta	781
expected	3	4	minecraft:dirt	16
expected	3	4	minecraft:dripstone_block	5
expected	3	4	minecraft:grass_block{snowy=false}	2
expected	3	4	minecraft:grass_block{snowy=true}	2
expected	3	4	minecraft:gravel	5
expected	3	4	minecraft:gray_wool	6
expected	3	4	minecraft:iron_ore	5
expected	3	4	minecraft:light_gray_wool	86
expected	3	4	minecraft:moss_block	2
expected	3	4	minecraft:mud	334
expected	3	4	minecraft:pale_moss_block	559
expected	3	4	minecraft:pale_oak_wood{axis=y}	227
expected	3	4	minecraft:smooth_basalt	83
expected	3	4	minecraft:stone	1453
expected	3	4	minecraft:tuff	17
expected	4	0	minecraft:cobblestone	1
expected	4	0	minecraft:cyan_terracotta	1
expected	4	0	minecraft:pale_moss_block	6
expected	4	0	minecraft:stone	57
expected	4	1	minecraft:acacia_wood{axis=y}	63
expected	4	1	minecraft:andesite	14
expected	4	1	minecraft:basalt{axis=y}	11
expected	4	1	minecraft:cobblestone	134
expected	4	1	minecraft:cyan_terracotta	19
expected	4	1	minecraft:dirt	1
expected	4	1	minecraft:iron_ore	1
expected	4	1	minecraft:mud	16
expected	4	1	minecraft:pale_moss_block	168
expected	4	1	minecraft:pale_oak_wood{axis=y}	18
expected	4	1	minecraft:snow[layers=1]	6
expected	4	1	minecraft:stone	303
expected	4	2	minecraft:acacia_wood{axis=y}	211
expected	4	2	minecraft:andesite	91
expected	4	2	minecraft:basalt{axis=y}	37
expected	4	2	minecraft:coarse_dirt	7
expected	4	2	minecraft:cobblestone	1078
expected	4	2	minecraft:cyan_terracotta	50
expected	4	2	minecraft:dirt	4
expected	4	2	minecraft:dripstone_block	6
expected	4	2	minecraft:gravel	2
expected	4	2	minecraft:iron_ore	3
expected	4	2	minecraft:light_gray_terracotta	6
expected	4	2	minecraft:light_gray_wool	9
expected	4	2	minecraft:moss_block	5
expected	4	2	minecraft:mud	207
expected	4	2	minecraft:packed_mud	14
expected	4	2	minecraft:pale_moss_block	731
expected	4	2	minecraft:pale_oak_wood{axis=y}	25
expected	4	2	minecraft:smooth_basalt	2
expected	4	2	minecraft:snow[layers=1]	42
expected	4	2	minecraft:stone	1028
expected	4	3	minecraft:acacia_wood{axis=y}	527
expected	4	3	minecraft:andesite	142
expected	4	3	minecraft:basalt{axis=y}	55
expected	4	3	minecraft:black_wool	1
expected	4	3	minecraft:blackstone	1
expected	4	3	minecraft:coarse_dirt	7
expected	4	3	minecraft:cobblestone	1426
expected	4	3	minecraft:cyan_terracotta	258
expected	4	3	minecraft:dripstone_block	17
expected	4	3	minecraft:granite	1
expected	4	3	minecraft:light_gray_terracotta	7
expected	4	3	minecraft:light_gray_wool	97
expected	4	3	minecraft:mud	138
expected	4	3	minecraft:packed_mud	10
expected	4	3	minecraft:pale_moss_block	1113
expected	4	3	minecraft:pale_oak_wood{axis=y}	84
expected	4	3	minecraft:smooth_basalt	12
expected	4	3	minecraft:snow[layers=1]	19
expected	4	3	minecraft:stone	1559
expected	4	4	minecraft:acacia_wood{axis=y}	783
expected	4	4	minecraft:andesite	74
expected	4	4	minecraft:basalt{axis=y}	74
expected	4	4	minecraft:blackstone	19
expected	4	4	minecraft:coal_ore	1
expected	4	4	minecraft:cobblestone	268
expected	4	4	minecraft:cyan_terracotta	538
expected	4	4	minecraft:dirt	1
expected	4	4	minecraft:gravel	4
expected	4	4	minecraft:iron_ore	5
expected	4	4	minecraft:light_gray_wool	37
expected	4	4	minecraft:mud	274
expected	4	4	minecraft:pale_moss_block	435
expected	4	4	minecraft:pale_oak_wood{axis=y}	241
expected	4	4	minecraft:smooth_basalt	40
expected	4	4	minecraft:snow[layers=1]	5
expected	4	4	minecraft:stone	826
expected	5	0	minecraft:coal_ore	2
expected	5	0	minecraft:cobblestone	32
expected	5	0	minecraft:dirt	3
expected	5	0	minecraft:snow[layers=4]	2
expected	5	0	minecraft:stone	12
expected	5	1	minecraft:acacia_wood{axis=y}	7
expected	5	1	minecraft:andesite	1
expected	5	1	minecraft:coal_ore	3
expected	5	1	minecraft:cobblestone	508
expected	5	1	minecraft:dirt	14
expected	5	1	minecraft:pale_moss_block	3
expected	5	1	minecraft:smooth_basalt	1
expected	5	1	minecraft:snow[layers=1]	21
expected	5	1	minecraft:snow[layers=2]	47
expected	5	1	minecraft:snow[layers=3]	51
expected	5	1	minecraft:snow[layers=4]	27
expected	5	1	minecraft:snow[layers=5]	7
expected	5	1	minecraft:snow[layers=6]	1
expected	5	1	minecraft:stone	26
expected	5	2	minecraft:acacia_wood{axis=y}	73
expected	5	2	minecraft:andesite	1
expected	5	2	minecraft:basalt{axis=y}	2
expected	5	2	minecraft:coal_ore	1
expected	5	2	minecraft:coarse_dirt	5
expected	5	2	minecraft:cobblestone	1258
expected	5	2	minecraft:cyan_terracotta	7
expected	5	2	minecraft:dirt	19
expected	5	2	minecraft:granite	10
expected	5	2	minecraft:light_gray_terracotta	5
expected	5	2	minecraft:light_gray_wool	1
expected	5	2	minecraft:mud	6
expected	5	2	minecraft:pale_moss_block	43
expected	5	2	minecraft:pale_oak_wood{axis=x}	3
expected	5	2	minecraft:pale_oak_wood{axis=y}	11
expected	5	2	minecraft:pale_oak_wood{axis=z}	6
expected	5	2	minecraft:snow[layers=1]	94
expected	5	2	minecraft:snow[layers=2]	184
expected	5	2	minecraft:snow[layers=3]	123
expected	5	2	minecraft:snow[layers=4]	102
expected	5	2	minecraft:snow[layers=5]	35
expected	5	2	minecraft:snow[layers=6]	6
expected	5	2	minecraft:stone	130
expected	5	3	minecraft:acacia_wood{axis=y}	340
expected	5	3	minecraft:acacia_wood{axis=z}	1
expected	5	3	minecraft:andesite	59
expected	5	3	minecraft:basalt{axis=y}	93
expected	5	3	minecraft:black_wool	3
expected	5	3	minecraft:coal_ore	6
expected	5	3	minecraft:cobblestone	1799
expected	5	3	minecraft:cyan_terracotta	262
expected	5	3	minecraft:dirt	10
expected	5	3	minecraft:granite	1
expected	5	3	minecraft:light_gray_terracotta	1
expected	5	3	minecraft:light_gray_wool	18
expected	5	3	minecraft:mud	51
expected	5	3	minecraft:pale_moss_block	736
expected	5	3	minecraft:pale_oak_wood{axis=x}	1
expected	5	3	minecraft:pale_oak_wood{axis=y}	65
expected	5	3	minecraft:pale_oak_wood{axis=z}	5
expected	5	3	minecraft:smooth_basalt	29
expected	5	3	minecraft:snow[layers=1]	119
expected	5	3	minecraft:snow[layers=2]	109
expected	5	3	minecraft:snow[layers=3]	62
expected	5	3	minecraft:snow[layers=4]	29
expected	5	3	minecraft:snow[layers=5]	25
expected	5	3	minecraft:snow[layers=6]	3
expected	5	3	minecraft:stone	819
expected	5	3	minecraft:tuff	2
expected	5	4	minecraft:acacia_wood{axis=y}	456
expected	5	4	minecraft:acacia_wood{axis=z}	2
expected	5	4	minecraft:andesite	41
expected	5	4	minecraft:basalt{axis=y}	139
expected	5	4	minecraft:black_wool	2
expected	5	4	minecraft:blackstone	10
expected	5	4	minecraft:cobblestone	120
expected	5	4	minecraft:cyan_terracotta	486
expected	5	4	minecraft:dirt	4
expected	5	4	minecraft:gravel	7
expected	5	4	minecraft:light_gray_wool	9
expected	5	4	minecraft:mud	139
expected	5	4	minecraft:pale_moss_block	380
expected	5	4	minecraft:pale_oak_wood{axis=y}	67
expected	5	4	minecraft:smooth_basalt	24
expected	5	4	minecraft:snow[layers=2]	3
expected	5	4	minecraft:snow[layers=3]	1
expected	5	4	minecraft:stone	525
expected	6	0	minecraft:cobblestone	1
expected	6	1	minecraft:acacia_wood{axis=y}	2
expected	6	1	minecraft:cobblestone	40
expected	6	1	minecraft:cyan_terracotta	2
expected	6	1	minecraft:pale_moss_block	6
expected	6	1	minecraft:snow[layers=1]	22
expected	6	1	minecraft:snow[layers=2]	12
expected	6	1	minecraft:snow[layers=3]	32
expected	6	1	minecraft:snow[layers=4]	28
expected	6	1	minecraft:snow[layers=5]	25
expected	6	1	minecraft:snow[layers=6]	17
expected	6	1	minecraft:snow[layers=7]	14
expected	6	1	minecraft:snow[layers=8]	3
expected	6	1	minecraft:stone	9
expected	6	2	minecraft:acacia_wood{axis=y}	35
expected	6	2	minecraft:andesite	1
expected	6	2	minecraft:basalt{axis=y}	2
expected	6	2	minecraft:black_wool	1
expected	6	2	minecraft:cobblestone	530
expected	6	2	minecraft:cyan_terracotta	17
expected	6	2	minecraft:dripstone_block	2
expected	6	2	minecraft:light_gray_terracotta	3
expected	6	2	minecraft:light_gray_wool	1
expected	6	2	minecraft:mud	28
expected	6	2	minecraft:pale_moss_block	47
expected	6	2	minecraft:pale_oak_wood{axis=x}	2
expected	6	2	minecraft:pale_oak_wood{axis=y}	8
expected	6	2	minecraft:pale_oak_wood{axis=z}	2
expected	6	2	minecraft:smooth_basalt	3
expected	6	2	minecraft:snow[layers=1]	127
expected	6	2	minecraft:snow[layers=2]	141
expected	6	2	minecraft:snow[layers=3]	154
expected	6	2	minecraft:snow[layers=4]	139
expected	6	2	minecraft:snow[layers=5]	140
expected	6	2	minecraft:snow[layers=6]	149
expected	6	2	minecraft:snow[layers=7]	112
expected	6	2	minecraft:snow[layers=8]	29
expected	6	2	minecraft:stone	62
expected	6	2	minecraft:tuff	1
expected	6	3	minecraft:acacia_wood{axis=y}	243
expected	6	3	minecraft:andesite	11
expected	6	3	minecraft:basalt{axis=y}	20
expected	6	3	minecraft:blackstone	7
expected	6	3	minecraft:cobblestone	1233
expected	6	3	minecraft:cyan_terracotta	230
expected	6	3	minecraft:dirt	2
expected	6	3	minecraft:dripstone_block	3
expected	6	3	minecraft:light_gray_terracotta	10
expected	6	3	minecraft:light_gray_wool	20
expected	6	3	minecraft:mud	76
expected	6	3	minecraft:pale_moss_block	415
expected	6	3	minecraft:pale_oak_wood{axis=y}	66
expected	6	3	minecraft:pale_oak_wood{axis=z}	1
expected	6	3	minecraft:smooth_basalt	10
expected	6	3	minecraft:snow[layers=1]	68
expected	6	3	minecraft:snow[layers=2]	90
expected	6	3	minecraft:snow[layers=3]	95
expected	6	3	minecraft:snow[layers=4]	83
expected	6	3	minecraft:snow[layers=5]	73
expected	6	3	minecraft:snow[layers=6]	31
expected	6	3	minecraft:snow[layers=7]	24
expected	6	3	minecraft:snow[layers=8]	4
expected	6	3	minecraft:stone	775
expected	6	3	minecraft:tuff	2
expected	6	4	minecraft:acacia_wood{axis=y}	209
expected	6	4	minecraft:andesite	4
expected	6	4	minecraft:basalt{axis=y}	22
expected	6	4	minecraft:blackstone	5
expected	6	4	minecraft:cobblestone	153
expected	6	4	minecraft:cyan_terracotta	78
expected	6	4	minecraft:iron_ore	1
expected	6	4	minecraft:light_gray_wool	84
expected	6	4	minecraft:mud	38
expected	6	4	minecraft:pale_moss_block	248
expected	6	4	minecraft:pale_oak_wood{axis=y}	43
expected	6	4	minecraft:smooth_basalt	1
expected	6	4	minecraft:snow[layers=1]	2
expected	6	4	minecraft:snow[layers=2]	1
expected	6	4	minecraft:snow[layers=3]	3
expected	6	4	minecraft:snow[layers=4]	1
expected	6	4	minecraft:snow[layers=5]	3
expected	6	4	minecraft:stone	285
expected	7	0	minecraft:acacia_wood{axis=y}	1
expected	7	0	minecraft:cobblestone	8
expected	7	0	minecraft:light_gray_wool	1
expected	7	0	minecraft:pale_oak_wood{axis=y}	1
expected	7	0	minecraft:snow[layers=1]	62
expected	7	0	minecraft:snow[layers=2]	62
expected	7	0	minecraft:snow[layers=3]	11
expected	7	0	minecraft:snow[layers=4]	8
expected	7	0	minecraft:snow[layers=5]	22
expected	7	0	minecraft:snow[layers=6]	19
expected	7	0	minecraft:snow[layers=7]	17
expected	7	0	minecraft:snow[layers=8]	39
expected	7	0	minecraft:stone	33
expected	7	1	minecraft:basalt{axis=y}	1
expected	7	1	minecraft:coal_ore	2
expected	7	1	minecraft:cobblestone	59
expected	7	1	minecraft:cyan_terracotta	4
expected	7	1	minecraft:light_gray_wool	2
expected	7	1	minecraft:pale_moss_block	9
expected	7	1	minecraft:snow[layers=1]	86
expected	7	1	minecraft:snow[layers=2]	83
expected	7	1	minecraft:snow[layers=3]	37
expected	7	1	minecraft:snow[layers=4]	51
expected	7	1	minecraft:snow[layers=5]	102
expected	7	1	minecraft:snow[layers=6]	122
expected	7	1	minecraft:snow[layers=7]	112
expected	7	1	minecraft:snow[layers=8]	92
expected	7	1	minecraft:stone	87
expected	7	2	minecraft:acacia_wood{axis=y}	22
expected	7	2	minecraft:basalt{axis=y}	8
expected	7	2	minecraft:blackstone	4
expected	7	2	minecraft:cobblestone	318
expected	7	2	minecraft:cyan_terracotta	12
expected	7	2	minecraft:light_gray_wool	10
expected	7	2	minecraft:mud	15
expected	7	2	minecraft:pale_moss_block	58
expected	7	2	minecraft:pale_oak_wood{axis=y}	8
expected	7	2	minecraft:snow[layers=1]	46
expected	7	2	minecraft:snow[layers=2]	55
expected	7	2	minecraft:snow[layers=3]	49
expected	7	2	minecraft:snow[layers=4]	61
expected	7	2	minecraft:snow[layers=5]	63
expected	7	2	minecraft:snow[layers=6]	56
expected	7	2	minecraft:snow[layers=7]	50
expected	7	2	minecraft:snow[layers=8]	11
expected	7	2	minecraft:stone	92
expected	7	3	minecraft:acacia_wood{axis=y}	168
expected	7	3	minecraft:andesite	36
expected	7	3	minecraft:basalt{axis=y}	8
expected	7	3	minecraft:blackstone	4
expected	7	3	minecraft:coal_ore	1
expected	7	3	minecraft:cobblestone	420
expected	7	3	minecraft:cyan_terracotta	54
expected	7	3	minecraft:light_gray_wool	125
expected	7	3	minecraft:mud	32
expected	7	3	minecraft:pale_moss_block	134
expected	7	3	minecraft:pale_oak_wood{axis=y}	36
expected	7	3	minecraft:smooth_basalt	3
expected	7	3	minecraft:snow[layers=1]	38
expected	7	3	minecraft:snow[layers=2]	40
expected	7	3	minecraft:snow[layers=3]	33
expected	7	3	minecraft:snow[layers=4]	33
expected	7	3	minecraft:snow[layers=5]	39
expected	7	3	minecraft:snow[layers=6]	21
expected	7	3	minecraft:snow[layers=7]	11
expected	7	3	minecraft:snow[layers=8]	7
expected	7	3	minecraft:stone	344
expected	7	4	minecraft:acacia_wood{axis=y}	69
expected	7	4	minecraft:andesite	18
expected	7	4	minecraft:basalt{axis=y}	5
expected	7	4	minecraft:cobblestone	85
expected	7	4	minecraft:cyan_terracotta	32
expected	7	4	minecraft:light_gray_wool	182
expected	7	4	minecraft:mud	20
expected	7	4	minecraft:pale_moss_block	19
expected	7	4	minecraft:pale_oak_wood{axis=y}	13
expected	7	4	minecraft:smooth_basalt	2
expected	7	4	minecraft:snow[layers=1]	1
expected	7	4	minecraft:snow[layers=2]	1
expected	7	4	minecraft:snow[layers=5]	1
expected	7	4	minecraft:stone	80
actual	0	0	minecraft:acacia_wood{axis=y}	19
actual	0	0	minecraft:basalt{axis=y}	15
actual	0	0	minecraft:cobblestone	7
actual	0	0	minecraft:cyan_terracotta	14
actual	0	0	minecraft:diamond_block	6
actual	0	0	minecraft:dirt	32
actual	0	0	minecraft:grass_block{snowy=false}	3814
actual	0	0	minecraft:moss_block	547
actual	0	0	minecraft:mud	20
actual	0	0	minecraft:pale_moss_block	9
actual	0	0	minecraft:pale_oak_wood{axis=y}	5
actual	0	0	minecraft:smooth_basalt	9
actual	0	0	minecraft:stone	18
actual	0	0	minecraft:tuff	1
actual	0	1	minecraft:acacia_wood{axis=y}	114
actual	0	1	minecraft:andesite	7
actual	0	1	minecraft:basalt{axis=y}	47
actual	0	1	minecraft:blackstone	2
actual	0	1	minecraft:cobblestone	30
actual	0	1	minecraft:cyan_terracotta	89
actual	0	1	minecraft:diamond_block	38
actual	0	1	minecraft:dirt	60
actual	0	1	minecraft:grass_block{snowy=false}	6628
actual	0	1	minecraft:light_gray_wool	14
actual	0	1	minecraft:moss_block	1888
actual	0	1	minecraft:mud	130
actual	0	1	minecraft:pale_moss_block	151
actual	0	1	minecraft:pale_oak_wood{axis=y}	38
actual	0	1	minecraft:smooth_basalt	40
